grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,samples,step
0.7179212667509435,0.9968534409999846,0.9880735826107764,0.8962367282194251,1.0625449773427604,1.0454134047031398,0.9968534409999846,0.9880735826107764,0.8962367282194251,1.0625449773427604,1.0454134047031398,128,0
3.8246287949923152,0.29773018701584103,0.5290863243894399,0.23201854892094334,0.21298744597946495,0.21552835194813885,0.29773018701584103,0.5290863243894399,0.23201854892094334,0.21298744597946495,0.21552835194813885,51328,400
2.6328105067638865,0.11962728385871746,0.3273300256920487,0.06044364101332044,0.03822114505250768,0.05569543534865226,0.11962728385871746,0.3273300256920487,0.06044364101332044,0.03822114505250768,0.05569543534865226,102528,800
2.6204958587407425,0.11253971097699833,0.3071854977410239,0.06346139687783538,0.03334875640060265,0.04765207628393952,0.11253971097699833,0.3071854977410239,0.06346139687783538,0.03334875640060265,0.04765207628393952,153728,1200
2.524555734102594,0.10478172959759789,0.2882485571992761,0.06561000752588907,0.024656853646569842,0.03995983121379672,0.10478172959759789,0.2882485571992761,0.06561000752588907,0.024656853646569842,0.03995983121379672,204928,1600
2.620822025301579,0.10281716988072707,0.285453899017549,0.06888601052090748,0.019144818538370963,0.03620667735691341,0.10281716988072707,0.285453899017549,0.06888601052090748,0.019144818538370963,0.03620667735691341,256128,2000
2.5649077227369297,0.09804826795996607,0.2761178048440274,0.06807328231995007,0.0161625713016878,0.03450164765586463,0.09804826795996607,0.2761178048440274,0.06807328231995007,0.0161625713016878,0.03450164765586463,307328,2400
2.6363986592275435,0.09659212103055308,0.27565641657680057,0.06381874664551017,0.014425434660254734,0.034022829893020086,0.09659212103055308,0.27565641657680057,0.06381874664551017,0.014425434660254734,0.034022829893020086,358528,2800
2.6790124280440595,0.09397352154162911,0.2682794454379317,0.059452146673875016,0.01291116777727864,0.03262575421881628,0.09397352154162911,0.2682794454379317,0.059452146673875016,0.01291116777727864,0.03262575421881628,409728,3200
2.9490494018874545,0.08879067058383991,0.2581097428107253,0.053837800832817244,0.011658927598290828,0.03279783777160595,0.08879067058383991,0.2581097428107253,0.053837800832817244,0.011658927598290828,0.03279783777160595,460928,3600
