grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,samples,step,vb,vb_q0,vb_q1,vb_q2,vb_q3
0.8327219942080161,1.0122223645448685,1.072458441257477,0.956748593101899,0.9145446221033732,1.0967644710093731,0.9862708076834679,1.0519255912303922,0.951973231881857,0.9098304040504225,1.034023062884808,128,0,0.025951625022571534,0.020532851219177244,0.004775363019628761,0.00471421395372035,0.0627414192538708
3.9566793568729137,0.8782386018801485,0.7237868546471656,0.5427116058424359,0.45930066415807813,1.7957012034577393,0.5350134230311954,0.7026038086354793,0.5399822832618616,0.45699049306195677,0.4039124505196721,25728,200,0.3432251835970961,0.02118304592077174,0.002729322421726261,0.0023101709369696805,1.3917887545299998
4.759990233365653,0.2737231384124602,0.2850152130373513,0.26727512594520536,0.237043454554532,0.25132214711697304,0.23923030185047525,0.2750387862197264,0.2658830244486443,0.23587155699251974,0.05960733577630612,51328,400,0.034492835942364776,0.009976426578813237,0.001392101720195786,0.0011718974276294426,0.1917148114925535
4.052657323290697,0.259752807021141,0.26435437814354146,0.256650242264843,0.24776210637802465,0.24669885867741542,0.2285487905144694,0.2547039967223754,0.25532117392356685,0.24653938008881837,0.05482787484388792,76928,600,0.031204016864212567,0.009650381532644591,0.0013290684154343639,0.0012227263047779571,0.19187098378986567
4.328653349451128,0.2534285383298989,0.256417665708796,0.25098621303988944,0.25406170947635554,0.24120688398185988,0.22454007234424372,0.24703730574106736,0.24968398317617152,0.25280638457272214,0.05820848100344065,102528,800,0.028888466171483714,0.009380360005217773,0.0013022300298536856,0.0012553253258048428,0.18299840286103203
3.9726763777908083,0.2446519494522362,0.2481785306793577,0.24192669297105895,0.23874039746966053,0.23110775017837787,0.2199249217519538,0.2390680741358345,0.24066955477233518,0.23756880516476633,0.0552558048014133,128128,1000,0.024727027780754744,0.009110456418154994,0.0012571380497117923,0.0011715922059129182,0.1758519451141037
3.860187428079911,0.2383481912733987,0.24121909575212863,0.23571482705333113,0.23454696629945015,0.22551811525912355,0.2163822261104358,0.23216473667843024,0.23449379177263913,0.2333913201469201,0.05359949642101816,153728,1200,0.02196596561087059,0.009054359145119343,0.0012210355494861264,0.001155646279810962,0.17191861897926888
3.8634565475739775,0.23114192341454295,0.23402547260396575,0.22949973850700042,0.2227679682116994,0.2170521990016349,0.2124447654793034,0.22548241210076417,0.22831205938708418,0.22167201129550945,0.058226838347236964,179328,1400,0.01869715866712797,0.008543060706342073,0.0011876792997029177,0.0010959567053542881,0.15882536039574538
3.7127707848480873,0.22492675993591574,0.22753593977263975,0.2232647636422133,0.21870828375991233,0.2094533073094628,0.2082767625944689,0.2188050561118283,0.2221101531244852,0.21764028656528642,0.05795628284900866,204928,1600,0.016649997239073795,0.008730883682004725,0.0011546104699526561,0.0010679974104820195,0.15149702441268917
3.853270040311282,0.21936226733494596,0.2212285745452937,0.2173022397012243,0.21693373089420523,0.20650186906842588,0.2052671268302948,0.21281025325155176,0.21617731840014884,0.21587638266138054,0.06410686989206683,230528,1800,0.014095139882119846,0.008418321273324786,0.0011249213251916387,0.0010573479434063022,0.14239499901552688
3.7588933368059463,0.2171162912156436,0.21961215006343865,0.21498772915680311,0.2051098555157244,0.20684556048715402,0.20295992691535505,0.21131392555776635,0.2138708883886615,0.20410260491911852,0.06018073000685114,256128,2000,0.014156364484224441,0.008298224599218714,0.0011168408005557881,0.0010072501418413378,0.14666483066379551
3.786804282089262,0.21691167662851543,0.2182133457134944,0.21475333951061057,0.21710257256547796,0.209009895363376,0.20218566645402458,0.21000010177895723,0.21363914477579685,0.21604183304209615,0.05805850069466458,281728,2200,0.014726010297090388,0.008213243875900566,0.0011141947201292243,0.001060739895001957,0.15095139485604453
3.6601087465326687,0.2147851671092211,0.21630343741527513,0.21031002304484975,0.21472713676883495,0.2125731582363725,0.19937309945467865,0.20804619657219986,0.20922271063428405,0.21367910814376143,0.05750691075455944,307328,2400,0.015412067589204527,0.008257240805027008,0.001087312503669266,0.0010480285932256165,0.15506624714407738
