grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,samples,step
0.9520440449423493,1.0443096980452538,0.980745487140887,0.9806252659270254,1.1071868818817716,1.1175601235751447,1.0443096980452538,0.980745487140887,0.9806252659270254,1.1071868818817716,1.1175601235751447,128,0
6.5962869142490135,0.34714334703283495,0.7140647811579072,0.3050455461141045,0.1953118643659964,0.17472055528944813,0.34714334703283495,0.7140647811579072,0.3050455461141045,0.1953118643659964,0.17472055528944813,51328,400
5.98642896834016,0.2304747341282204,0.6386086255433053,0.17990715990485356,0.062112921270497654,0.04102393438416909,0.2304747341282204,0.6386086255433053,0.17990715990485356,0.062112921270497654,0.04102393438416909,102528,800
5.2414387632417405,0.2239438489871101,0.6209526950484341,0.1801125663395918,0.060590728158712956,0.03948175604004398,0.2239438489871101,0.6209526950484341,0.1801125663395918,0.060590728158712956,0.03948175604004398,153728,1200
4.515877468939473,0.21800312803359762,0.592026200006901,0.18099997308368526,0.059703651586942456,0.03817837516605315,0.21800312803359762,0.592026200006901,0.18099997308368526,0.059703651586942456,0.03817837516605315,204928,1600
4.131329630928679,0.21642343108891496,0.5954626376126312,0.18006090189042634,0.05855899798725727,0.0362725300852048,0.21642343108891496,0.5954626376126312,0.18006090189042634,0.05855899798725727,0.0362725300852048,256128,2000
3.922662931484246,0.214650747452397,0.5818363170367519,0.1798386802967432,0.05709438385573586,0.03610179437263962,0.214650747452397,0.5818363170367519,0.1798386802967432,0.05709438385573586,0.03610179437263962,307328,2400
3.8069964243706567,0.21279124579974462,0.5703622862962928,0.18091665761314765,0.05613472487992961,0.03533032596293764,0.21279124579974462,0.5703622862962928,0.18091665761314765,0.05613472487992961,0.03533032596293764,358528,2800
3.7593410059320096,0.20529877616558248,0.5594311884592632,0.18371142419576153,0.05480674871538838,0.034536878095945286,0.20529877616558248,0.5594311884592632,0.18371142419576153,0.05480674871538838,0.034536878095945286,409728,3200
3.6697379820230176,0.2048963304841889,0.5533705719914944,0.18202027505434604,0.054453684986813425,0.03362879697415638,0.2048963304841889,0.5533705719914944,0.18202027505434604,0.054453684986813425,0.03362879697415638,460928,3600
