grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,samples,step
1.3505561156927886,0.9492444097995758,0.8492563988481249,0.911499012600292,0.9883918484052022,1.0682696163654328,0.9492444097995758,0.8492563988481249,0.911499012600292,0.9883918484052022,1.0682696163654328,128,0
4.767352850122454,0.3415783123602181,0.6527832405312741,0.29103102168760475,0.21757251361452357,0.20826242468886397,0.3415783123602181,0.6527832405312741,0.29103102168760475,0.21757251361452357,0.20826242468886397,51328,400
4.317886043440671,0.19357497092685652,0.5505896980446553,0.13144556045882227,0.04946722432880919,0.042964773657683177,0.19357497092685652,0.5505896980446553,0.13144556045882227,0.04946722432880919,0.042964773657683177,102528,800
3.8137607554935684,0.18971068291342916,0.5355708072719912,0.13167786668074807,0.045565926539645224,0.03951540984753062,0.18971068291342916,0.5355708072719912,0.13167786668074807,0.045565926539645224,0.03951540984753062,153728,1200
3.6866421602224597,0.18463341771974198,0.5277941558825421,0.13125288808159818,0.042091378798998456,0.03816911032511174,0.18463341771974198,0.5277941558825421,0.13125288808159818,0.042091378798998456,0.03816911032511174,204928,1600
3.356465792567583,0.17943755937507402,0.5122288293072896,0.1320474403987277,0.039752269490664634,0.03611302202691985,0.17943755937507402,0.5122288293072896,0.1320474403987277,0.039752269490664634,0.03611302202691985,256128,2000
3.1733109712376804,0.17606188554433236,0.5008691857845353,0.13084480168769314,0.037267654454817105,0.03441443003857126,0.17606188554433236,0.5008691857845353,0.13084480168769314,0.037267654454817105,0.03441443003857126,307328,2400
3.230872256432754,0.17583396007481425,0.4978466577809796,0.1315454723326617,0.03571702254468279,0.03363332481635319,0.17583396007481425,0.4978466577809796,0.1315454723326617,0.03571702254468279,0.03363332481635319,358528,2800
3.076973748256072,0.17154638266074518,0.48989234424017514,0.13235117917594538,0.03475254910384227,0.03290751459287894,0.17154638266074518,0.48989234424017514,0.13235117917594538,0.03475254910384227,0.03290751459287894,409728,3200
3.0899748073928928,0.17320945451501796,0.49486932445837184,0.13204264605698773,0.033772991504864826,0.031607542476976155,0.17320945451501796,0.49486932445837184,0.13204264605698773,0.033772991504864826,0.031607542476976155,460928,3600
3.0090057119474407,0.1699625779129564,0.483386617572628,0.13278960053708386,0.03294446142235646,0.03054471190339537,0.1699625779129564,0.483386617572628,0.13278960053708386,0.03294446142235646,0.03054471190339537,512128,4000
3.072134471838781,0.16644287965551458,0.47331075065697725,0.13117863447040579,0.03306625680400954,0.029641403679748348,0.16644287965551458,0.47331075065697725,0.13117863447040579,0.03306625680400954,0.029641403679748348,563328,4400
